ID,solution
7945735584a3297121c4f5ae0de8ecd1,7763.687132264252
85cb958e8b9d583575cd9cb93e389226,4088.827267034091
2d4e8cd3947525a12ff16af520beefb9,3450.172859092197
24cf317a1494a016a018d9f5cd183639,3192.395534658652
370babaf32dc82a6a64bf5b71a3434ed,3275.242902940634
cd13f2d62720d6d43610ec777e7a213b,7763.687132264252
90db7190edad6a69e6c27fd4fba364ee,2629.548015993805
a89155c178d0f609dc51d218ee31fbd3,3782.106292923915
3367409f1e660b2cfa2042a5b8f09ebe,4498.835630959906
6ba01ec35aa020a57e82bd6e004afae6,8014.356065876139
524874f6868038675014315eb321467b,7777.677485376547
1a894090496d6c338e16d1c45339acb7,5022.722074678049
b378a1d00f2012582e6242ca081a62d0,3838.877567855429
13cb889f8103fcf11fae5cb4d2a8b2b2,2550.711683407013
18786902bccc6b710b42ea25e5240ba4,2550.711683407013
659dcb6afe21ab266e0a8b2c40d33603,7777.677485376547
bf136f5b33e00b7a30611d558d0083bc,5022.722074678049
0f21cad710d772c31750b6d983c32595,2457.987596400675
3ffafc2dbbab7d9f3a9d6bf5cd736e4f,4498.835630959906
0fc217fdb0cecc0db3dbf26eedf62ebb,3450.172859092197
5de116a38a083904cf7426a78de64b31,5015.983443870142
f1229928c5f9cb5545c3c59f914498a5,4498.835630959906
1dbe397a412a195dbe69c52397afdcf2,3297.4787414166003
c6cf03a55b827f3889ef402270086e70,7763.687132264252
3df196725791c122106382aa97656590,2521.854635897679
1b99d60fcb69a7428174f300589dbe5a,3782.106292923915
2d5c58f7da2994f32fbe010b204d7b26,4324.6701874047585
dcfa78fbaf6a1d0e1a70a70be404f274,5316.114856646599
2fa76b82efe819f9593e486291deefe1,5130.3299352626545
14b84bb635bf5f6861f9c80d4c54e61b,4498.835630959906
c984841f3717df081ad6845344226ee1,3450.172859092197
71c20c468d12dba26b1362f31fe7ed07,10925.699063873926
4aa789b03ea03aa449d7cde822490198,7763.687132264252
b6afc0c26cc4c1f9d2d1be37e2500cdf,3782.106292923915
5489d08564afe2c280b1906bbc0baa6d,2431.4279303558596
59b4a5344ef589199476febd8722dc3e,5015.983443870142
3c193cc642a3b5c34a01aa0ecec2269c,2457.987596400675
fb3a960fe446fe1e254d989e8659ddfc,3247.3810609738243
132f10a6f1fa64dd472320d64fdcfe65,2521.854635897679
88d0a4dde6b17b3f97b64c2cb70d3aa2,3450.172859092197
04051bf0f6db65566782719ec3c03b54,4765.399539749224
1156eda732c609364fd6d0cf7a19ea1b,3247.3810609738243
4e86af66edd0951a7ca48b5ce96f8588,2882.0792776175185
ae94d98f709301e21c8e3bc1464e241d,8014.356065876139
06b9a0b9d85e0a9b9d91e113ef9f33ac,5015.983443870142
3ccb384f91fea8b667de84f6ca8f1898,3262.544999601101
d726d412d8fc60f11b503461bfcf557b,5473.77943987721
46dc365f50ab35b5e0923711c4b8c996,7763.687132264252
9406f261987e178c364ba63c702a6781,5114.921027379326
91118c8e70fb519bc39670ed4738c371,4498.835630959906
d249a1def3dc27b76d31fd6fcb05eefb,2457.987596400675
e11d0cf2518ea1d50e2096a77b06710b,3557.8582704037
f494c202d78a3b26e2583a7afb39c635,8266.7477486699
8f56aae005815a71bd71f5b6cbfad627,4324.6701874047585
15fc7e90e3b0fca9be968d92b0fd5ad5,4498.835630959906
2376abddf134de69b23ebebe3766b66f,2972.4846992044313
4bed111caec7acd604a453471850f0b6,3838.877567855429
f2ecf34daa591a7179f0bfb7952f36e1,7777.677485376547
6b7ae114e7bb0ef32f51002e41c7eb12,3297.4787414166003
9b0c1a059b2237cc30d940253f185170,6106.252552477721
0f8fa7a1c54e2a1f708e693b47f00863,10925.699063873926
ba368d7cc49395495399d2d3833d6b07,5015.983443870142
96a94bcb9674709f14c9c643913b34ef,3262.544999601101
a01f2802fe06db51cfa82409e01dcfdb,6106.252552477721
92697a0a400bc04483569599935a663c,5114.921027379326
93876b2e0251ac5abb933e038c540447,5713.000001234697
d5e12426205b9e0087f151edd48e6dbb,3557.8582704037
5e08b693c35239e73616e52ff896bd83,4498.835630959906
299d1a017a35e91e8c600e4a56cc4c77,3450.172859092197
00045b378f2f446e3f791688e6f9310d,2550.711683407013
65d684d7bfa59c25efb5abf8b31078ef,2521.854635897679
e90af4a35bdfbc443f47f3558b5b5599,10925.699063873926
013a861dec9d67f72e8d3698c829902d,3297.4787414166003
b9d4a60f49751928e0675c6b19df07f2,3841.3316686728317
76fa302a3f0013af36ac2f6e30b2d412,5015.983443870142
5dc6ff7d62a35030463ec643f6b66aba,4498.835630959906
6092c3b9eee34fb4aa48a124e8b032da,2521.854635897679
796e41a4c4335eb1320912d29c034d2b,2473.8313942953737
c073cb912e3a2d61e0a5489fa704de26,2882.0792776175185
1c4a78069a98083ecdfc5d42ee8d6db5,4765.399539749224
6a9b994d1fad84ef1612b20feec84561,10925.699063873926
a540faba111334a665874e712bd1b127,2550.711683407013
ea3b1aa904f57015219904fac5c4f708,7763.687132264252
94202959d9702fa9ee495a86c9cd5f4b,2431.4279303558596
021f9fe1dd513a5a6ea0b20ea003ab52,5022.722074678049
a75ade423a14f318c36898f83470b451,2972.4846992044313
65f0d18b2045354ebd3402b3addb690c,7763.687132264252
6ee3892fc712904f233af4f6682376e7,3192.395534658652
9790e1c4cc426171c2b316337160ad32,2521.854635897679
ff71430c4750ea0c34dd8753b038291e,2473.8313942953737
ef18581ea9a822a7f79450b7fb31277b,2457.987596400675
8f08c0867e3703d22177fb7e3768eb09,3557.8582704037
d194c2b5df25410b430b2ea2e4a8b7de,10925.699063873926
a8f25675c0c78ac56a8f77d3c3ae15a2,3782.106292923915
c5d1d0f2972d892bb00fb044b1b873e2,2457.987596400675
6f6d576aafbd90e308a848a060395e9a,5015.983443870142
20055ed6ecea5e916923081fc3b049f7,3275.242902940634
c5e4e8d78906ae2b3218847cc9f045d9,2550.711683407013
878ad3e9104c78f2945f6194c2d883ce,4765.399539749224
c3c8b46a8d4c0a09565b1c61a475d2d9,2431.4279303558596
